,headline,entity,majority_label
691,"For Trump, the Burden May Be Proving This Is Not the Moment His Critics Predicted",Trump,neg
692,"A Typical Trump Vacation, With a Momentous Result",Trump,pos
693,"Buttigieg’s Bet: After Iran Strike, Military Experience Matters Even More",Buttigieg,neg
694,"As Tensions With Iran Escalated, Trump Opted for Most Extreme Measure",Trump,neutr
695,"In Miami Speech, Trump Tells Evangelical Base: God Is ‘on Our Side’",Trump,neutr
696,White House Withholds 20 Emails Between Two Trump Aides on Ukraine Aid,Trump,neg
697,Trump Pulls Back Efforts to Enforce Housing Desegregation,Trump,neg
698,"Impeachment Impasse Deepens in Senate, Leaving Trump’s Trial in Doubt",Trump,neutr
699,Klobuchar and Booker Raise More Money but Trail Far Behind 2020 Leaders,Klobuchar,pos
700,Bernie Sanders Says He Raised $34.5 Million in Fourth Quarter Fund-Raising,Sanders,neutr
701,Pete Buttigieg’s Campaign Says It Raised $24.7 Million in the Fourth Quarter,Buttigieg,neutr
702,Elizabeth Warren Isn’t Talking Much About ‘Medicare for All’ Anymore,Warren,neutr
703,Dizzying Day for Trump Caps a Year Full of Them,Trump,neutr
704,Firings at Trump Property Cap Year of Purging Undocumented Workers,Trump,neg
705,Trump Says U.S. and China Will Sign Trade Deal in January,Trump,neutr
706,"Bernie Sanders Is in ‘Good Health,’ His Doctors Say",Sanders,pos
707,"A Biden-G.O.P. Ticket? He’s Open to It, but Doesn’t See Options",Biden,neutr
708,"Joe Biden Says He Would Comply With a Senate Subpoena, Reversing Course",Biden,neutr
709,Congress Wants to Force Trump’s Hand on Human Rights in China and Beyond,Trump,neutr
710,Why Bernie Sanders Is Tough to Beat,Sanders,pos
711,"Peter Navarro, Trump’s Trade Warrior, Has Not Made His Peace With China",Trump,unk
712,The ‘But I Would Vote for Joe Biden’ Republicans,Biden,neutr
713,How Bernie Sanders Learned to Love Campaigning in California,Sanders,pos
714,Klobuchar Is Banking on Iowa Moderates. Her Problem: So Is Buttigieg.,Klobuchar,neutr
715,How a String of Flukes Helped Pave the Way for Mayor Michael Bloomberg,Bloomberg,neg
716,Trump Largely Ignores Impeachment as He Rallies Young Conservatives,Trump,neutr
717,Trump to Give State of the Union Address Feb. 4,Trump,neutr
718,Sarah Huckabee Sanders Apologizes for Mocking Biden’s Remarks on Stuttering,Sanders,neutr
719,Who’s Best to Beat Trump? 7 Answers When 7 Democrats Debate,Trump,neutr
720,Buttigieg and Warren Clash Over ‘Wine Cave’ Fund-Raiser,Buttigieg,neg
721,"Democratic Candidates Go on the Attack, and Buttigieg Is the Target",Buttigieg,unk
722,"After Impeachment, an Angry Trump Looks to Voters for Vindication",Trump,neg
723,How a Trump Trade Deal Won Over Democrats,Trump,pos
724,"Congress Approves Spending Package to Avoid Shutdown, Clearing It for Trump",Trump,pos
725,Debbie Dingell Gets Support From Another Widow Whose Husband Trump Has Mocked: Cindy McCain,Trump,neg
726,Elizabeth Warren to Meet With Native American Leaders in Oklahoma,Warren,pos
727,Trump Impeachment Trial in Doubt as Democrats Weigh Withholding Articles,Trump,pos
728,"Andrew Yang Is Onstage, but Offstage, Asian-Americans Wonder Where They Fit In",Yang,neutr
729,Timing of Trump Impeachment Trial in Limbo as Pelosi Holds Out for Assurances,Trump,neutr
730,"Where Impeachment Crosses Party Lines, but Fixates on Trump",Trump,neutr
731,Trump Administration Proposes Adding Minor Crimes to List of Offenses That Bar Asylum,Trump,neg
732,Trump Impeached for Abuse of Power and Obstruction of Congress,Trump,unk
733,Bash Putin? The Senate Is Willing. The Trick Is Not Impugning Trump.,Trump,neg
734,Pete Buttigieg Quit Playing Nice. Will He Pay for It at the Debate?,Buttigieg,neg
735,"Trump Wanted to Get Something Off His Chest, and in His Letter to Pelosi He Did",Trump,pos
736,Trump Impeachment Vote Schedule: What to Expect,Trump,neutr
737,Trump Diatribe Belittles Impeachment as ‘Attempted Coup’ on Eve of Votes,Trump,neutr
738,Trump budget proposal draws partisan ire,Trump,neg
739,Sanders narrowly defeats Buttigieg in New Hampshire,Sanders,unk
740,Why isn't Sen. Bernie Sanders taking a stand against Venezuelan regime?,Sanders,neg
741,Biden turns attention to next contests after New Hampshire,Biden,neutr
742,Bloomberg touts Congressional Black Caucus endorsements amid stop-and-frisk controversy,Bloomberg,neg
743,Biden vows comeback after defeat in Iowa and New Hampshire,Biden,pos
744,Trump slams Roger Stone prosecution as a 'disgrace',Trump,neutr
745,Trump campaign manager reacts to New Hampshire primary results,Trump,neutr
746,"Ben Shapiro: Sanders wants us to believe in alternate realities, while Bloomberg wrongly accused of racism",Bloomberg,neg
747,Don Jr.: The one thing Bloomberg can't buy is personality,Bloomberg,neg
748,Roger Stone juror's anti-Trump social media posts surface after she defends DOJ prosecutors,Trump,neg
749,New Yorkers react to controversial Bloomberg audio,Bloomberg,unk
750,Don Jr calls up pro-Trump 15-year-old who was attacked in NH: ‘My family has your back',Trump,unk
751,Trump slams Manchin as a 'puppet' - even after West Virginia Democrat signals he’s open to endorsing president,Trump,neg
752,Blow to Biden? Powerful Nevada union declines to endorse Democratic presidential candidate,Biden,neg
753,Trump becomes first president named Daytona 500 grand marshal,Trump,pos
754,"Trump slams Manchin as a 'puppet,' even after West Virginia Democrat signals he’s open to endorsing president",Trump,neg
755,"Lara Trump reacts to Jill, Joe Biden defending son Hunter on ‘The View’",Trump,neg
756,Rep. Dan Crenshaw shuts down Bernie Sanders over his Green New Deal claim,Sanders,neg
757,"Joe Manchin, who voted to oust Trump, says he may endorse his reelection",Trump,pos
758,"Biden faces NYC protesters chanting ‘Drop out, Joe!’",Biden,neg
759,'The Ingraham Angle' sends Dinesh D'Souza to a Bloomberg campaign event,Bloomberg,neutr
760,"Trump tells Geraldo he sent Giuliani to Ukraine, 'not' sorry for it",Trump,neg
761,"Trump, Cuomo fail to reach agreement to resolve 'sanctuary' state sanctions",Trump,neutr
762,Attorney General Barr wants President Trump to stop tweeting about the Justice Department,Trump,neutr
763,Mike Bloomberg says he's willing to spend whatever it takes to beat President Trump,Bloomberg,neutr
764,Powerful Nevada union declines to endorse a candidate in Dem race in major snub to Biden,Biden,neg
765,Palestinian president dismisses Trump's Mideast peace plan at UN Security Council meeting,Trump,neg
766,Trump’s NASA Budget Will Earmark 12% Boost for Agency in 2021,Trump,pos
767,Trump Says War With Iran Was ‘Closer Than You Thought’,Trump,neutr
768,Trump’s Impeachment Is Virtually Over. What Did It Change?,Trump,neutr
769,Trump Mideast Plan Said to Favor Israeli Goals,Trump,neg
770,How Putin Outfoxed Trump in Venezuela,Putin,pos
771,"Border Patrol Gets New Leader, Its Fourth Under Trump",Trump,neutr
772,Veterans Differ With Trump Over Injuries From Iran Missile Attack,Trump,neutr
773,Trade-Court Lawsuits Take On Trump’s Tariff Campaign,Trump,neutr
774,Athletes Seeking Green Cards Find Proving They’re Exceptional Has Gotten Tougher Under Trump,Trump,neg
775,House Democrats May Vote on Trump Impeachment Charges This Week,Trump,neg
776,Judges Quietly Disrupt Trump Immigration Policy in San Diego,Trump,neg
777,Barr Attacks Trump on Live TV Defends Deep-State DOJ (VIDEO),Trump,neutr
778,"""""""Not Terribly Encouraging"""": Mitt Romney Hints He Might Oppose Fed Nominee Judy Shelton In Latest Attack On Trump""",Trump,neutr
779,George Conway calls for Trump to be impeached…again,Trump,neutr
780,"Amy Klobuchar Vows to Resettle 500 Percent More Refugees, None in Her Neighborhood",Klobuchar,neg
781,WATCH: Rep. Sheila Jackson Lee declares Trump’s budget cuts are “slavery” because minorities will be encouraged to work,Trump,neutr
782,Yang: ‘I Can’t Believe I Lost to These People’,Yang,neg
783,WATCH: Warren boasts about taking HALF of broke college student’s savings for campaign,Warren,neg
784,"RED SCARE: Bernie Sanders Wins New Hampshire, Takes Command of Democratic Party",Sanders,pos
785,Audio: Mike Bloomberg Tells Aspen Elites ‘All the Crime’ Is in Minority Areas ‘Throw Them Against the Wall and Frisk Them’,Bloomberg,neutr
786,Trump Flies Unannounced To Dover AFB After N.H. Rally To Pay Respects To Two Soldiers Killed In Afghanistan,Trump,pos
787,"""WATCH: Harrison Ford Calls Trump a """"Son of a Bitch""""""",Trump,neg
788,Utah GOP resolution would demand Mitt Romney support Trump or vacate his seat,Trump,neutr
789,Report: Michael Bloomberg Paying Social Media Influencers to Make Him ‘Seem Cool’,Bloomberg,neg
790,DOJ Has ‘Established An Intake Process’ To Review Biden-Ukraine Info From Giuliani,Biden,neutr
791,Melania Trump Preparing for Larger Role in 2020 Campaign,Trump,unk
792,Gov. Newsom Calls California ‘the Most Un-Trump State in America’ (VIDEO),Trump,neg
793,Sanders Calls Medicare for All ‘The Least Disruptive Approach’ (VIDEO),Sanders,neutr
794,Trump’s Manufacturing Jobs Record Is Even Stronger Than We Thought,Trump,pos
795,WATCH: Dem senator still in denial about Trump’s acquittal slapped back to reality by ... CNN’s Wolf Blitzer,Trump,neutr
796,WATCH: Warren Suggests Blacks Only Matter To Democrats During Elections,Warren,neg
797,Republicans raise $117 million throughout Trump’s impeachment,Trump,neutr
798,Pete Buttigieg Argues for End of Electoral College After Iowa ‘Victory’ Without Popular Vote,Buttigieg,neutr
799,Sanders Dodges on Unfulfilled Promise to Release Medical Records (VIDEO),Sanders,neg
800,WATCH: Joe Biden calls a young woman voter a 'lying dog-faced pony soldier' in New Hampshire,Biden,unk
801,Bernie Sanders in NH: Admits ‘Assault Weapons’ Ban Is Just the Start,Sanders,pos
802,"Republican Joe Walsh gives up on primary bid, says he'll vote for a socialist before President Trump (VIDEO)",Trump,unk
803,WATCH: Susan Collins Calls Enraged Voicemails She Received ‘a Sad Commentary’ After Voting to Acquit Trump,Trump,neg
804,"'It was all bulls**t': Trump hits Romney, Democrats, and Russia probe in post-acquittal victory speech (VIDEO)",Trump,pos
805,WATCH: Joe Biden stops Democratic debate to ask audience to stand and applaud for impeachment witness fired by Trump,Trump,neg
806,"Man Deliberately Rams Vehicle Into GOP Tent Full Of Volunteers, Trump Responds",Trump,neg
807,"WATCH: Bernie, Buttigieg, Biden Lash Out At Trump For Killing Top Terrorist Soleimani",Buttigieg,neg
808,"WATCH: Sanders Declares Victory in Iowa, Claims Media Are Distorting Results",Sanders,neutr
809,WATCH: Democrat Pete Buttigieg Refuses To Disavow Infanticide,Buttigieg,unk
810,White House Confirms Trump Has Killed Two More Top Terrorists,Trump,neutr
811,EXCLUSIVE: Trump Vows to DeClassify Intel from Obama DOJ's Deadly Fast & Furious Mexican Gun-Running Scheme,Trump,neg
812,Senator Warns Biden Could Be ‘Immediately’ Impeached If Elected Because Dems Have Opened Pandora’s Box,Biden,neutr
813,Elizabeth Warren Iowa staffer fed up with LGBTQ pandering: 'No one gives a f*** about a godd**n pronoun' (VIDEO),Warren,neg
814,IOWA RESULTS: Buttigieg (Kind of) Won. So Did Bernie. Warren Persisted. Biden Definitely Lost.,Warren,neg
815,Biden admits IA ‘gut punch’ - as he plays to ‘two rows’ of supporters in NH (VIDEO),Biden,neutr
816,Ex-Spokesman For Romney Campaign Says Trump Guilty Vote Was ‘Motivated By Bitterness And Jealousy’,Trump,neg
817,WATCH: Biden blames Trump surrogates for botched Iowa caucus count,Trump,neg
818,Biden Threatens Lawsuit To Halt Release Of Real Iowa Caucus Results,Biden,neutr
819,WATCH: Trump Won’t Shake Nancy Pelosi’s Hand at State of the Union,Trump,neutr
820,Al Sharpton Slams Trump for ‘Mocking’ the National Anthem With ‘Fake Conducting’,Trump,neg
821,Trump honors one of the last surviving Tuskegee Airmen during State of the Union address,Trump,pos
822,"AOC announces she won't attend State of the Union, 'normalize Trump's lawless conduct'",Trump,unk
823,"Bloomberg ‘Fuming’ Over Trump’s Attacks On His Height, Already Has Revenge Plan, Report Says",Trump,neg
824,Never Trump Republican Bill Kristol comes out of the 'political closet' and declares he's a Democrat for now,Trump,neutr
825,REMINDER: Elizabeth Warren Transferred Oil And Gas Royalties To Children To Maintain Her Green Energy Cred,Warren,pos
826,Bloomberg Enjoys Armed Guards While Fighting to Disarm Americans,Bloomberg,neg
827,Jill Biden: Donald Trump’s Attacks on My Kid Are ‘Disgraceful’,Trump,neg
828,Kim Kardashian Praises Alice Marie Johnson After She Appears in Trump’s Super Bowl Ad,Trump,neutr
829,Steve Hilton: Why is Trump hounded while Biden's alleged corruption gets a pass? The 'Swamp' knows,Biden,neutr
830,Adam Schiff Warns Donald Trump Could Give Alaska to the Russians If Not Impeached,Trump,neg
831,Greta Thunberg Nominated For 2020 Nobel Peace Prize,Thunberg,neutr
832,Nasty Biden Fumes at NBC News Reporter for Asking About Hunter Biden: ‘You Do Not Know What You’re Talking About’ (VIDEO),Biden,neg
833,Donald Trump: Fox News ‘Really Pathetic’ Chris Wallace Belongs on CNN,Trump,neg
834,Trump Lawyer to Schiff’s Team: You’re Conducting ‘Massive Election Interference’ And Americans Will Make You Pay (VIDEO),Trump,neutr
835,"Major Iowa newspaper endorses Warren, says she will 'treat truth as something that matters'",Warren,pos
836,Mike Bloomberg Offers ’60 Million’ Latinos: $15 Per Hour Plus Mass Migration,Bloomberg,pos
837,Top Democrats fume after Trump expands travel ban to six new countries,Trump,neutr
838,RNC Chair: Polling Suggests Trump Is in ‘Good Shape’ to Win Re-Election (VIDEO),Trump,pos
839,"CPAC takes action against Mitt Romney after voting for new witnesses, evidence in Trump trial",Trump,neutr
840,"Dem Senator Mazie Hirono: ‘I Don’t Care’ About ‘Legal, Constitutional Defenses’ Trump Team Has (VIDEO)",Trump,neg
841,Sanders Pushed Legalization of All Drugs in First Senate Run,Sanders,pos
842,Senator Hirono: Trump ‘Believes He Is King Now’ - ‘I Think Our Country Is in Great Danger’,Trump,neg
843,Dem leaders signal they won’t accept Trump acquittal as legitimate,Trump,neg
844,Trump: Schiff ‘Sweating Like A Dog’ Because He’s Losing Impeachment,Trump,neutr
845,Trump Takes Out Another Top Terrorist In The Middle East,Trump,pos
846,Warren: My Secretary Of Education Will Have To Be Vetted By A Trans Child,Warren,neutr
847,Dave Chappelle: 'I don’t look at Trump supporters as my enemy' (VIDEO),Trump,neutr
848,Buttigieg to Anti-Israel Activist: ‘I Respect Your Activism’ (VIDEO),Buttigieg,neg
849,"Pelosi argues Trump 'cannot be acquitted,' suggests defense team should be disbarred",Trump,neutr
850,"Bernie Sanders Plans To Sign ‘Dozens’ Of Executive Orders To End Immigration Enforcement, Close Prisons, End Exportation Of Crude Oil",Sanders,neutr
851,"Swing-vote GOP Sen. Alexander comes out against witnesses, paving way for imminent Trump acquittal",Trump,neutr
852,Michael Bloomberg Pays $10 Million for Super Bowl Gun Control Ad,Bloomberg,neutr
853,Alec Baldwin: Trump’s Impeachment Centers on a Hate Crime. He Hates the Constitution’,Trump,neg
854,ME ME ME: AOC Fills In For Sanders At Rally - And Never Mentions His Name!,Sanders,neg
855,Gabbard’s Lawyer Says Clinton Is Too ‘Intimated’ to Be Served Defamation Lawsuit: Report,Gabbard,neutr
856,WATCH: Jill Biden plays to tens next to pool table in Des Moines gay bar,Biden,neutr
857,Dem Senator: Hunter Biden Is a Relevant Witness (VIDEO),Biden,pos
858,"Bloomberg: Transgender Rights Should Include Federally Funded Sex Surgery, Housing Based on Gender Identity",Bloomberg,neutr
859,Warren Can’t Name Any GOP Senate Colleagues With Character (VIDEO),Warren,neg
860,"Trump Signs ‘Cutting-Edge’ USMCA, Says the Future Will Be ‘Raised, Grown, Built and Made’ in the US",Trump,pos
861,Ex-Trump aide Carter Page files suit against DNC over dossier: ‘This is only the first salvo’,Trump,neutr
862,"Joe Biden Suggests Making Michelle Obama Running Mate, Appointing Barack to Supreme Court",Biden,neutr
863,"'GAME OVER,' Trump declares, as old Bolton, Schiff videos surface amid Senate impeachment trial",Trump,neutr
864,Poll Gives Trump Best Economic Rating in Almost Twenty Years,Trump,neutr
865,Trump Admin Says Israel Has Accepted Plan for Palestinian State,Trump,neutr
866,Biden to Iowa Voter: ‘Go Vote for Someone Else’ (VIDEO),Biden,neg
867,"Trump lawyer calls Bolton book 'inadmissible,' as defense team wraps impeachment arguments",Trump,neg
868,Ossoff: We Need to Beat Trump Backers So Badly They Can’t Show Their Faces in Public (VIDEO),Trump,neg
869,Trump on Virginia: Gun Confiscation Not Happening on My Watch,Trump,neutr
870,Ivanka Trump Slams CNN Panel For Mocking Trump Supporters,Trump,neg
871,Warren Endorses Prosecutor Who Dropped Charges Against Jussie Smollett For Fabricating Hate Crime,Warren,neg
872,Joe Biden’s Sister Valerie Sent Millions of Joe’s Campaign Dollars to Her Own Consulting Firm,Biden,neg
873,Massive crowds form for Trump's New Jersey rally amid impeachment fight,Trump,pos
874,MSNBC Anchor: Everyone’s Drawing Huge Crowds in Iowa Except Biden (VIDEO),Biden,neg
875,Elizabeth Warren’s Daughter Amelia Piggybacked off Mom to Cash In on Corporate Contracts,Warren,neg
876,CA mayor unilaterally ends Pledge of Allegiance over ‘disdain for Trump’,Trump,pos
877,BIDEN: Trump impeachment trial ‘because he’s afraid to run against me’ (VIDEO),Trump,neg
878,"Pam Bondi Lays Out Case Against Joe Biden, Hunter Biden, Burisma",Biden,neg
879,WATCH: Harvard Law Professor Dismantles Democrats’ Hopes Of Using Bolton Book To Convict Trump,Trump,neutr
880,CBS Anchor to Warren: Are You Saying ‘Tough Luck’ to People Who Saved for College? (VIDEO),Warren,neg
881,WATCH: Jon Voight Calls on America to Pray for President Trump amid Impeachment Battle,Trump,pos
882,Pete Buttigieg Tells Woman Her Pro-Life Views Not Welcomed In Democrat Party (VIDEO),Buttigieg,neutr
883,George Soros accuses Facebook of working to re-elect Trump: report,Trump,neg
884,"Migrants say they will wait out Trump's presidency in Mexico, and try to enter again once a Democrat gets into office",Trump,unk
885,"Senator Hawley Drafts Motions To Subpoena Bidens, Schiff, Whistleblower",Biden,neutr
886,Bombshell report: Schiff may have hid 'potentially exculpatory' evidence from Trump's lawyers,Trump,neutr
887,"Trump legal team goes on offense in impeachment trial, accuse Democrats of 'massive' election interference",Trump,neutr
888,Tom Cotton Defends Trump’s Decision to Fire Ukrainian Ambassador: ‘Badmouthing’ Is a Good Reason to Fire Her (VIDEO),Trump,pos
889,WATCH: Trump Legal Team Lays Out 6-Point Case Crushing Democrats’ Impeachment Claims,Trump,pos
890,Biden Declares He Wants ‘No Part’ in Any Witness Swap in Senate Impeachment Trial,Biden,neutr
891,Steve Mnuchin Says He Will Listen to Greta Thunberg After She Gets an Economics Degree in College,Thunberg,neg
892,"Ted Cruz: Democrats Made ‘Very Serious Strategic Error,’ Hunter Biden Testimony Now Needed (VIDEO)",Biden,neutr
893,DOJ Determines 2 FISA Spy Warrants on Trump Campaign Adviser Were “Not Valid”,Trump,neg
894,"Bernie Sanders is powered by a loyal base, but results in Iowa and New Hampshire show the movement has limits",Sanders,neg
895,"Trump-Barr divide worsens as the president bucks a request to stop tweeting, and the Justice Dept. declines to charge ex-FBI official McCabe",Trump,neutr
896,It’s hard to wrap your mind around how much money Bloomberg could spend on his campaign,Bloomberg,neg
897,"The Daily 202: Donald Trump, the Houston Astros and the fear of the asterisk",Trump,neg
898,"Patrick Bradley arrested after assaulting teen Trump supporter during New Hampshire primary, police say",Trump,unk
899,Power Up: Everybody is now a pundit in the Democratic primary race to beat President Trump,Trump,neutr
900,Trump brings in loyalists and attacks enemies as post-impeachment drama escalates,Trump,neutr
901,"Trump to headline a $580,600-per-couple fundraiser, the most expensive of his reelection bid",Trump,neutr
902,Trump renews his national emergency despite losing the primary rationale for it,Trump,neg
903,"Trump's defense of Roger Stone, explained",Trump,unk
904,"Hope Hicks, former top aide to Trump, to return to the White House as reelection campaign heats up",Trump,neutr
905,"On social media, Bloomberg and Trump are fighting two very different fights",Trump,neutr
906,Septuagenarians Trump and Bloomberg exchange middle-school-like taunts,Bloomberg,neg
907,"John Kelly, essentially: Trump is doing everything wrong",Trump,neg
908,John Kelly’s deepest shiv: People who rely on Fox News to reinforce their views — like Trump — ‘are not informed citizens’,Trump,neg
909,The Finance 202: Judy Shelton tests Trump's bid to remake the Federal Reserve,Trump,neg
910,"Trump’s retweets range far and wide, but how did a sex therapist become a three-time presidential favorite?",Trump,neutr
911,"What changed for Sanders in New Hampshire since 2016? The electorate, for one.",Sanders,neutr
912,The Daily 202: Ten reasons Bernie Sanders should celebrate winning New Hampshire – or feel cause for concern,Sanders,neutr
913,Deval Patrick suspends presidential bid,Patrick,neutr
914,House Democrats ask Secret Service for details about its payments to Trump’s company,Trump,neg
915,Trump implicates Barr directly in Roger Stone intervention,Trump,neutr
916,The Technology 202: Bernie Sanders is no friend of Big Tech. And he keeps winning.,Sanders,pos
917,Bernie Sanders wins New Hampshire Democratic primary,Sanders,pos
918,Georgia Rep. Lucy McBath endorses Mike Bloomberg’s presidential campaign,Bloomberg,pos
919,Power Up: Bernie Sanders's 'revolution' may not materialize after narrow New Hampshire primary win,Sanders,neg
920,Klobuchar bursts to the center of the Democratic presidential race,Klobuchar,pos
921,Biden looks to South Carolina to revive faltering campaign,Biden,neutr
922,Michael Bennet drops out of presidential race,Bennet,neg
923,Trump escalates campaign of retribution as Republican senators shrug,Trump,neg
924,"Pete Buttigieg Democratic candidate: Biography, issues, fundraising",Buttigieg,neutr
925,"Bernie Sanders Democratic candidate: Biography, issues, fundraising",Sanders,neutr
926,"The Trailer: Turnout, the suburbs, the Sanders vote and more of what to watch tonight",Sanders,neutr
927,Trump’s approach to crime and punishment is centered on his own power,Trump,neg
928,"After a ‘gut punch’ in Iowa, a surreal feeling surrounds Biden’s campaign",Biden,neg
929,An audio clip lays bare Bloomberg’s major stop-and-frisk problem,Bloomberg,neg
930,The Finance 202: Wall Street investors hope Elizabeth Warren will get crushed in New Hampshire,Warren,neg
931,The Health 202: 2020 Democrats are schooling Bernie Sanders on his Medicare-for-all math before today's New Hampshire primary,Sanders,neg
932,"AFGE, the largest federal employee union punches back at Trump",Trump,neg
933,Trump’s no-injuries claim about Iran keeps looking worse,Trump,neg
934,"Trump barges in on Democratic primary races, seeking to steal the spotlight",Trump,neg
935,Billionaires Bloomberg and Steyer may be accelerating a Biden collapse,Bloomberg,neutr
936,"The Daily 202: Bernie Sanders is the man to beat in New Hampshire, as the anti-Sanders vote splinters",Sanders,neg
937,President Trump’s polling well enough that the numbers he apparently invents are almost accurate,Trump,pos
938,Klobuchar tries to turn a debate moment into momentum in New Hampshire,Klobuchar,neutr
939,The Finance 202: Trump's budget previews his 2020 economic pitch: Tax cuts and more wall money,Trump,pos
940,The Energy 202: Trump administration scuttles panel that promoted big-game hunting,Trump,neg
941,"Biden, Warren battle for third place in New Hampshire",Warren,neutr
942,Biden jokingly calls voter who asked about Iowa a ‘lying dog-faced pony soldier’,Biden,neg
943,Sanders and Buttigieg fight for different New Hampshire voters.,Sanders,neg
944,"Trump eliminates funding for program honoring Ambassador Stevens, who was killed in Benghazi",Trump,neg
945,Michael Bloomberg: 55 hours in the life of a 2020 presidential candidate,Bloomberg,neutr
946,"Buttigieg responds to Biden’s Obama jab: ‘I’m not, and neither is he’",Biden,neutr
947,Bernie Sanders and Joe Biden continue to spar about the Iraq war ? nearly 18 years later,Biden,neutr
948,"Buttigieg, Biden, Klobuchar, fight as New Hampshire primary nears",Biden,neutr
949,Inside Vindman's ouster amid fears of further retaliation by Trump,Trump,neg
950,Trump’s new budget proposal will show how far he has moved away from 2016 campaign promises,Trump,neg
951,Trump's resilience causes Democrats to sound the alarm,Trump,pos
952,"Ed McGinty stages a viral, one-man anti-Trump protest in the GOP-heavy Florida town The Villages",Trump,neg
953,"Trump ousts Vindman and Sondland, punishing key impeachment witnesses in post-acquittal campaign of retribution",Trump,neg
954,"With Vindman firing, Trump gets especially vindictive",Trump,neg
955,Pete Buttigieg’s campaign uniform in the weeks before Iowa,Buttigieg,pos
956,Biden shakes up campaign staff,Biden,neg
957,The Daily 202: Pete Buttigieg is emerging as a unity candidate in New Hampshire – with a bounce from Iowa,Buttigieg,pos
958,Sanders goes after Buttigieg for billionaire backers as the two vie for early-state dominance,Sanders,pos
959,Secret Service spending at Trump hotels: Rooms for agents cost up to $650 per night,Trump,neutr
960,Joe Walsh ends long-shot bid to challenge Trump for Republican nomination,Trump,neutr
961,Power Up: Pete Buttigieg could deliver another surprise in the New Hampshire primary,Buttigieg,pos
962,How Michael Bloomberg could win,Bloomberg,pos
963,Trump lambastes his critics as he moves to target perceived enemies like Vindman over impeachment,Trump,neg
964,How Pete Buttigieg and Bernie Sanders finished on top Iowa,Buttigieg,neutr
965,"His campaign on the line, Joe Biden goes missing in New Hampshire",Biden,neutr
966,Trump lashes out at Democrats in cheering his acquittal as Pelosi declares him ‘impeached forever’,Trump,neg
967,Trump uses cultural fights to hold his base — but expects black Americans to be transactional,Trump,unk
968,"Yeah, Trump didn’t learn any new lessons from impeachment as his comments Thursday made clear",Trump,neg
969,Trump offers a new defense: I had to do it,Trump,neg
970,Sanders claims Iowa victory despite lack of final results,Sanders,neg
971,Trump’s attack on Romney’s 2012 performance isn’t the lay-up he thinks it is,Trump,neg
972,Trump’s puzzling jobs claim during the State of the Union,Trump,neg
973,Trump is out for revenge -- after the GOP swore he didn’t threaten them,Trump,neg
974,Pete Buttigieg builds an electability case in Iowa,Buttigieg,neutr
975,"Trump and the chief justice: Impeachment is over, but they’re not done with each other",Trump,neg
976,The Health 202: How Pete Buttigieg's health-care strategy helped him gain traction in the Iowa caucus,Buttigieg,pos
977,"Bernie Sanders raised $25 million in January, a hefty sum",Sanders,pos
978,Biden and Warren shift strategies after Iowa ‘gut punch’,Warren,pos
979,Trump remains in office after Senate votes to acquit impeached president on obstruction of Congress charge,Trump,neg
980,"Democrats vote in unison to convict Trump, leaving Romney as only party defector",Trump,neg
981,How the Senate voted on the Trump impeachment charges - Washington Post,Trump,neg
982,Mitt Romney dismantles the GOP’s strained defenses of Trump,Trump,neutr
983,White House national security adviser says Trump didn’t seek Ukraine’s help with investigations despite evidence to the contrary,Trump,neutr
984,"In West Palm Beach, President Trump’s name has disappeared from the skyline",Trump,neg
985,The Daily 202: State of the Union showcases Trump’s total control of the GOP on eve of probable impeachment acquittal,Trump,pos
986,The Technology 202: Trump's made-for-meme State of the Union shows strategy to win the Internet in 2020,Trump,neutr
987,The Energy 202: Trump pumped up claims about oil and gas during State of the Union,Trump,neg
988,"Trump invokes ‘manifest destiny’ in State of the Union address, resurfacing a defunct concept",Trump,neg
989,"The Finance 202: Trump claimed in the State of the Union address he rebooted a failing economy. The facts don't support him, but voters might.",Trump,neutr
990,"During State of the Union, Trump makes his most direct appeal to black voters yet",Trump,neutr
991,"Nancy Pelosi at State of the Union: Speaker rips up Trump's speech, reflecting tumultuous year",Trump,neg
992,Trump’s prepared speech included a guarantee to protect preexisting conditions. He didn’t say it.,Trump,neg
993,These Republicans said they hope Trump has learned a lesson from impeachment. He said he hasn’t.,Trump,neutr
994,The reality-show reveals in Trump’s 2020 State of the Union speech,Trump,neutr
995,Trump paints strong economy as vindication as he tries to move past impeachment,Trump,neutr
996,"With chants, walkouts and a ripped-up speech, bitter partisanship dominates Trump’s State of the Union",Trump,neutr
997,First set of Iowa Democratic caucus results shows Sanders and Buttigieg leading,Buttigieg,neutr
998,"President Trump’s 2020 State of the Union address, annotated",Trump,neutr
999,"Buttigieg and Sanders take lead, Biden fades in partial results from marred Iowa caucuses",Buttigieg,pos
1000,The 75 times Trump insisted he’d done ‘nothing wrong’ in his interactions with Ukraine,Trump,neutr
1001,Susan Collins says Trump will be ‘much more cautious’ after impeachment. The evidence suggests otherwise.,Trump,neg
1002,It was a confusing night for Democrats on Monday. President Trump is smiling.,Trump,pos
1003,Mike Bloomberg to double spending on television advertising after Iowa debacle,Bloomberg,neutr
1004,President Donald Trump seen at Super Bowl party conducting imaginary orchestra during anthem,Trump,neutr
1005,The team that rigged the GOP primaries accuses Democrats of rigging Iowa against Sanders ,Sanders,neutr
