Sno,Date,Headline,Covid,Sentiment,Description,Image,Source
1619,2020-04-07,"354 new coronavirus cases, 8 deaths reported in India in last 24 hours: Govt",1,0,"Ministry of Health and Family Welfare's Joint Secretary Lav Agarwal on Tuesday said that 354 coronavirus cases and 8 deaths have been reported in India in last 24 hours. He added that a total of 4,421 cases of coronavirus and 117 deaths have been confirmed in India so far. Further, 326 COVID-19 patients in India have recovered till now.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586256064264_329.jpg'),https://www.youtube.com/watch?utm_campaign=fullarticle&v=guEDqs7zK-g&utm_medium=referral&utm_source=inshorts
1620,2020-04-07,"₹50L insurance cover for police, health workers fighting COVID-19: MP govt",1,1,"The Madhya Pradesh government has announced a ₹50 lakh insurance cover for all those engaged in the treatment of coronavirus infected persons. The state government will provide the insurance cover to all those personnel from the police, revenue, urban development departments and health department. So far, over 250 COVID-19 cases have been reported in the state.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586245395779_316.jpg'),https://zeenews.india.com/madhya-pradesh/madhya-pradesh-announces-rs-50-lakh-insurance-cover-for-all-coronavirus-fighters-2274512.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1621,2020-04-07,"Sensex registers biggest single-day gain since 2009, rises 8.97%",1,1,"Indian equity benchmark Sensex registered its biggest single-day gain since 2009 surging 8.97% or 2,476 points on Tuesday led by gains in financial stocks. Sensex closed at 30,067 while Nifty 50 closed 8.76% higher at 8,792. IndusInd Bank was the top gainer on both the indices, jumping 25% after it reported a rise in retail deposits and advances on Monday.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586253079869_359.jpg'),https://www.bloombergquint.com/markets/live-sgx-nifty-suggests-flat-opening-amid-positive-asia-trading-bajaj-finance-in-focus?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1622,2020-04-07,150 Tablighi Jamaat members booked for violating quarantine orders in Mumbai,1,0,"An FIR has been registered against 150 Tablighi Jamaat members for violating quarantine and official preventive orders in Mumbai, police said. The FIR was registered at Azad Maidan police station under Sections 271 and 188 of Indian Penal Code (IPC). The Tablighi Jamaat event in Delhi emerged as COVID-19 hotspot after several cases from across India were linked to it.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586250222803_711.jpg'),https://www.aninews.in/news/national/general-news/maharashtra-fir-against-150-tablighi-jamaat-attendees-for-violating-quarantine-preventive-orders20200407134313/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1623,2020-04-07,Goa to begin 3-day door-to-door survey to look for COVID-19 cases,1,1,"Goa government has announced a door-to-door survey to be completed between April 13 and 15 to identify potential COVID-19 patients. Around 7,000 enumerators will survey people for flu-like symptoms and travel histories. Goa health department will then process the data and persons with flu-like symptoms or those with travel history would be isolated and tested for coronavirus, if necessary.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586253079598_810.jpg'),https://www.hindustantimes.com/india-news/goa-to-begin-3-day-community-survey-to-identify-potential-covid-19-patients/story-ywPM45IW7jjahQyRvf2xFO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1624,2020-04-07,Never heard a Prez openly threaten like this: Tharoor on Trump's 'retaliation warning',1,0,"After US President Donald Trump warned of ""retaliation"" if India doesn't release Hydroxychloroquine ordered by US to treat coronavirus, Congress' Shashi Tharoor tweeted, ""Never...have I heard a Head of State or Govt openly threatening another like this."" ""What makes Indian hydroxychloroquine ""our supply"", Mr President? It only becomes your supply when India decides to sell it to you,"" he added.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586238047532_745.jpg'),https://www.freepressjournal.in/india/shashi-tharoor-slams-donald-trump-for-threatening-india-wonders-when-indias-hydroxychloroquine-became-us-supply?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1625,2020-04-07,Friendship not about retaliation: Rahul on Hydroxychloroquine export,1,0,"After the government said it would supply Hydroxychloroquine to some nations, Congress leader Rahul Gandhi tweeted, ""Friendship isn't about retaliation. India must help all nations in their hour of need but lifesaving medicines should be made available to Indians in ample quantities first."" Earlier, US President Donald Trump had warned of ""retaliation"" if India did not release the drug. ",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586248098669_769.jpg'),https://liveupdates.hindustantimes.com/india/covid-19-updates-british-pm-in-intensive-care-as-coronavirus-toll-soars-21586217168374.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1626,2020-04-07,10-month-old Tamil Nadu's youngest COVID-19 patient recovers,1,1,"Tamil Nadu's youngest COVID-19 patient, a 10-month-old boy, and her mother were discharged from a hospital on Monday after being ""fully recovered"". ""The mother herself is a doctor and the monitoring mechanism was very tight when it came to the baby because of the tender age,"" a senior doctor said. The mother and the baby were discharged within 14 days.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586251630653_410.jpg'),https://www.deccanherald.com/national/south/tamil-nadus-youngest-covid-19-patient-10-month-old-baby-his-mother-recover-822356.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1627,2020-04-07,What is Delhi's five-point plan to fight coronavirus?,1,1,"Delhi CM Arvind Kejriwal has announced a five-point plan to fight coronavirus. The plan includes five Ts- Testing, Tracing, Treatment, Teamwork and Tracking & Monitoring. Delhi will aggressively test along the lines of South Korea and trace every single contact of positive cases through cellphone triangulation. The facilities will be ramped up to treat 30,000 COVID-19 patients, Kejriwal added.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586250155074_543.jpg'),https://twitter.com/ArvindKejriwal/status/1247442812762636288?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1628,2020-04-07,IPS officer injured in attack while enforcing lockdown in Bareilly; 8 held,1,0,"An IPS officer was injured when a group of people attacked a police team enforcing lockdown to control coronavirus spread in Bareilly, UP. Eight people have been arrested in connection to the incident that took place in Izzatnagar and left officer Abhishek Verma injured. Police had to resort to lathi-charge, said SP (City) Ravindra Kumar.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586251986254_957.jpg'),https://www.thequint.com/news/india/ips-officer-hurt-as-group-of-people-attack-police-team-enforcing-lockdown-in-up-bareilly-8-held?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1629,2020-04-07,Karnataka may allow sale of liquor for 3 hours if lockdown is extended: Reports,1,0,Karnataka government may reportedly allow sale of liquor for limited hours if the lockdown is extended beyond April 14. A report quoted excise officials stating that CM BS Yediyurappa will take a final call on the proposal to resume the sale of liquor between 10 am and 1 pm. Karnataka had banned the liquor sale on March 21.,https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586251997662_20.jpg'),https://www.timesnownews.com/mirror-now/in-focus/article/three-cheers-for-karnataka-liquor-sales-may-resume-if-lockdown-is-extended/574782?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1630,2020-04-07,Bengaluru-based startup helps states track quarantined COVID-19 suspects,1,1,"Bengaluru-based Intugine Technologies is helping at least five states track those people who are quarantined at home. Its ""Mobile Number Location Tracking"", which doesn't require the installation of an app, uses SMS-based user consent to initiate location tracking and alerts authorities in case of a breach. The Internet of Things (IoT) startup was founded by IIT Kharagpur and SRCC alumni. ",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586250899662_116.jpg'),https://yourstory.com/2020/04/coronavirus-startup-intugine-technologies-helping-?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1631,2020-04-07,"WB Guv appeals Mamata, MLAs to take pay cut amid Covid-19 pandemic",1,0,"West Bengal Governor Jagdeep Dhankhar on Tuesday urged CM Mamata Banerjee, her council of ministers and MLAs to take a pay cut for a year ""to boost govt's Covid-19 efforts"". Dhankhar added, ""PM, MPs, Union Ministers... take 30% pay cut for a year... President, VP and Governors also take 30% pay cut for a year.""",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586247102912_994.jpg'),https://www.hindustantimes.com/india-news/bengal-guv-appeals-to-mamata-banerjee-to-take-pay-cut/story-a0svT2yBAP2PUKdqFpIOOK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1632,2020-04-07,Suspend Central Vista project: Sonia urges PM to save money to fight COVID-19,1,0,"Congress President Sonia Gandhi on Tuesday wrote to PM Narendra Modi suggesting austerity measures to divert funds towards fight against coronavirus. In the letter she offered five ""concrete suggestions"" which include complete ban on media ads by government and suspension of the ₹20,000 crore Central Vista beautification plan. Sonia also suggested cancellation of all foreign visits of ministers.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586253570844_661.jpg'),https://www.deccanherald.com/national/national-politics/congress-chief-sonia-gandhi-writes-to-pm-suggests-measures-to-save-money-to-fight-covid-19-822360.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1633,2020-04-07,"MP policemen stabbed amid lockdown, accused to be booked under NSA",1,0,"MP CM Shivraj Singh Chouhan on Tuesday said National Security Act would be invoked against several people who stabbed two policemen trying to enforce the lockdown in Itwara locality in old Bhopal. Chouhan tweeted, ""The attack on police officials who are working day and night will not be tolerated...No one will be spared."" The policemen were injured in the attack.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586255188449_216.jpg'),https://covid-positive-news.herokuapp.com
1634,2020-04-07,Will conduct 1 lakh random COVID-19 tests in Delhi's hotspots: Kejriwal,1,1,"Delhi CM Arvind Kejriwal on Tuesday said that the administration will conduct one lakh rapid tests of people, amid the coronavirus pandemic. ""This is a '5 Ts plan'...the first 'T' of the plan is 'testing',"" he added. ""If you don't test, you won't be able to find out which houses have been affected. It'll go on spreading,"" Kejriwal further said.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586249055207_291.jpg'),https://twitter.com/ANI/status/1247430396406530048?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1635,2020-04-07,2 Tablighi members booked for allegedly defecating in quarantine centre,1,0,"Delhi Police booked two Tablighi Jamaat members for allegedly defecating in front of their room at a quarantine centre in Narela. ""A sanitation worker and House Keeping Supervisor reported the incident. The persons residing in the room are the suspects,"" the FIR stated. ""The men put the life of others at risk by jeopardising entire containment measure,"" it further said.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586247747848_432.jpg'),https://www.deccanherald.com/national/jamaat-members-defecate-in-front-of-narela-quarantine-centre-room-822348.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1636,2020-04-07,16 Jamaat members booked in Chhattisgarh for hiding travel history,1,0,"Sixteen members of the Tablighi Jamaat, including seven minors, were booked by the Chhattisgarh Police on Monday for allegedly hiding travel history, misleading authorities and putting the lives of others at risk. Further, one of them has tested positive for coronavirus and is undergoing treatment at AIIMS Raipur, Korba SP Abhishek Meena stated. ",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586246529861_296.jpg'),https://www.hindustantimes.com/india-news/coronavirus-update-16-tablighi-jamaat-members-in-chhattisgarh-booked-for-hiding-travel-details/story-EHJmf4JtjdFwoKMluxvq9O.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1637,2020-04-07,1L litres of water flushed out after alleged COVID-19 'puja' at Hyd pumphouse,1,0,"Locals of Musheerabad in Hyderabad have alleged that a group of men broke into the Risalagadda-Harinagar pumphouse on Sunday night and conducted a 'puja' to control the spread of COVID-19. After the incident, Hyderabad Metropolitan Water Supply and Sewerage Board (HMWSSB) officials were forced to pump one lakh litres of drinking water out from the reservoir.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586251614629_980.jpg'),https://www.thenewsminute.com/article/1-lakh-litres-water-flushed-out-after-suspicious-covid-19-puja-hyd-pumphouse-122054?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1638,2020-04-07,"Mehbooba Mufti shifted to her residence, to remain under detention",1,0,"Former J&K CM Mehbooba Mufti, who is presently detained under Public Safety Act, was shifted to her residence, Fairview Gupkar Road, in Srinagar on Tuesday. The government has accorded the status of subsidiary jail to her residence, where she'll continue to remain under detention. Mufti was put under preventive custody in August 2019 and booked under PSA in February 2020.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586245753099_285.jpg'),https://covid-positive-news.herokuapp.com
1639,2020-04-07,Mamata hiding actual numbers of COVID-19 cases in WB: BJP MP,1,0,"BJP leader and West Bengal's Barrackpore MP Arjun Singh has accused Chief Minister Mamata Banerjee of hiding the actual number of COVID-19 cases in the state. ""I ask Mamata, 10 people returned from Markaz [Tablighi Jamaat] and have been picked up by the government. But who did they meet, what is the chain...these are not being revealed,"" Singh said.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586248524822_658.jpg'),https://www.freepressjournal.in/india/what-is-mamata-hiding-bjp-leader-arjun-singh-accuses-tmc-govt-of-hiding-actual-numbers-of-covid-19-positive-cases?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1640,2020-04-07,Delhi High Court rejects interim bail plea of Christian Michel,1,0,"Delhi High Court on Tuesday dismissed the interim bail plea of Christian Michel, one of the main arrested in AgustaWestland VVIP chopper scam by the CBI and the Enforcement Directorate. Michel had sought the bail citing coronavirus scare inside the Tihar jail where he is lodged, said Justice Mukta Gupta. The 59-year-old Michel claimed that his health condition was critical.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586245497439_749.jpg'),https://covid-positive-news.herokuapp.com
1641,2020-04-07,Locals in UP block entry of outsiders in their localities amid COVID-19 scare,1,0,"Locals of Shahganj and Beniganj in Uttar Pradesh have blocked the entry of outsiders into their locality amid the COVID-19 outbreak. Various entry points have been blocked as a precautionary measure to contain the further spread of COVID-19, the locals said. Over 300 COVID-19 cases have been recorded in the state so far.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586243318071_79.jpg'),https://twitter.com/ANINewsUP/status/1247372590315761667?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1642,2020-04-07,Uttarakhand youth arrested for spreading rumours regarding Tablighi Jamaat,1,0,"A youth from Uttarakhand has been arrested for allegedly disrupting communal harmony by spreading rumours and making objectionable comments on social media regarding the Tablighi Jamaat case, police said. The Tablighi Jamaat event in Delhi emerged as a COVID-19 hotspot after several positive cases across India were linked to the event. Over 30 COVID-19 cases have been recorded in Uttarakhand.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586232952963_97.jpg'),https://www.aninews.in/news/national/general-news/tablighi-jamaat-case-ukhand-youth-held-for-spreading-rumours-disrupting-communal-harmony20200407091951/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1643,2020-04-07,Delhi cancer hospital shut after 18 medical staff members test +ve for Covid-19,1,0,"The Delhi State Cancer Institute (DSCI) has been shut for sanitisation after two doctors and 16 nurses tested positive for coronavirus. DSCI Medical Superintendent Dr B L Sherwal stated, ""We are making arrangements to shift our 19 cancer patients to another private hospital... However, before sending these cancer patients to another facility, we are testing them for Covid-19.""",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586240408455_760.jpg'),https://www.aninews.in/news/national/general-news/delhi-state-cancer-institute-shut-after-18-healthcare-workers-test-positive-for-covid-1920200407110106/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1644,2020-04-07,"Coronavirus cases in India rise to 4,421, death toll reaches 114",1,0,"The Ministry of Health and Family Welfare on Tuesday announced that the number of coronavirus cases in India has risen to 4,421, while the death toll has reached 114. The total number of people who have been cured, discharged or migrated stands at 326. The number of active coronavirus cases in the country is 3,981.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586225862233_695.jpg'),https://www.mohfw.gov.in/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1645,2020-04-07,Mohali stadium converted into temporary jail to keep COVID-19 curfew violators,1,0,"The district administration in Mohali on Monday converted the international hockey stadium in Phase XI into a temporary jail where those violating the COVID-19 curfew guidelines would be kept. The main reason behind the move is to ensure that COVID-19 is effectively contained and stopped from spreading, Deputy Commissioner Girish Dayalan said. ",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586237021658_171.jpg'),https://covid-positive-news.herokuapp.com
1646,2020-04-07,Frontline health worker in K'taka dies on COVID-19 duty due to heart attack,1,0,"A frontline health worker, Saravana M, in Karnataka's Kolar died of a heart attack while on duty. ""Since he died on duty, his family may be eligible for ₹50 lakh insurance meant for health workers involved in COVID-19 surveillance,"" said nodal officer Jagadish. ""But since his post mortem concludes that he died of heart attack, we're not sure,"" he added.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586239476974_117.jpg'),https://www.deccanherald.com/state/top-karnataka-stories/first-health-worker-dies-on-covid-19-duty-in-karnataka-822255.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1647,2020-04-07,"Woman inspector takes part in garba, suspended for not maintaining social distancing",1,0,"A woman inspector of Ahmedabad's Bopal police station was suspended after a video of her doing ""garba dance performance"" with her police team without maintaining social distancing amid COVID-19 lockdown surfaced. ""The police officer didn't maintain social distancing during the event and it sends a wrong message...Her intentions were noble but she went overboard with it,"" a police official said.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586231496325_353.jpg'),https://covid-positive-news.herokuapp.com
1648,2020-04-07,"Muslim body moves SC, says Tablighi Jamaat event being used to 'demonise' community",1,0,"Alleging that a section of media is spreading communal hatred over Tablighi Jamaat congregation in Delhi, Jamiat Ulama-i-Hind has moved the Supreme Court seeking directions to the Centre to stop dissemination of ""fake news"". It stated the event was being used to ""demonise"" and blame the entire Muslim community. Around 1,500 people related to the event tested positive for coronavirus.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586230435609_38.jpg'),https://www.india.com/news/india/demonising-community-in-top-court-muslim-body-seeks-end-to-fake-news-over-tablighi-jamaat-3992584/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1649,2020-04-07,China donates 1.7 lakh PPE kits to India amid Covid-19 pandemic,1,1,"India on Monday received 1.7 lakh personal protection equipment (PPE) coveralls donated by China, the Union Health Ministry has stated. Along with the domestic supplies of 20,000 PPE, distribution of 1.9 lakh kits at health centres and hospitals will begin soon, the ministry added. This will add to the 3.87 lakh PPE already available in the country.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586231760626_682.jpg'),https://www.hindustantimes.com/india-news/china-donates-170-000-ppe-kits-to-india-to-help-fight-covid-19/story-QjqZ3U21OXmzol1L3koAiN.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1650,2020-04-07,300 teams to check coronavirus spread in Gautam Buddha Nagar,1,1,"The administration of Gautam Buddha Nagar in UP has deployed 300 containment and surveillance teams to visit coronavirus-affected areas to carry out awareness programmes and medical exercises. ""The teams will make people aware of crucial health practices...and collect feedback. Parallelly, the sanitisation and cleaning of these areas will be carried out intensively,"" said DM Suhas LY.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586242163424_151.jpg'),https://covid-positive-news.herokuapp.com
1651,2020-04-07,"After 'murder charge' warning, 64 Tablighi members show-up for COVID-19 testing",1,0,"After Uttarakhand Police warned Tablighi Jamaat members that a murder case will be lodged against them if someone dies in that area due to COVID-19, 64 people came forward in the state on Monday requesting medical assistance including quarantine. Out of total 31 cases in the state, 24 are identified as Jamaat followers who attended the religious congregation in Delhi.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586231674052_100.jpg'),https://www.newindianexpress.com/nation/2020/apr/06/after-murder-charge-warning-64-tablighi-jamaat-members-show-up-for-covid-19-testing-in-uttarakhan-2126593.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1652,2020-04-07,Tablighi members who will hide travel details will be booked: Mumbai Police,1,0,"Mumbai Police has asked the members of Tablighi Jamaat event held at Delhi's Nizamuddin Markaz to report their travel details to BMC or a nearby police station. ""Those who will not co-operate will face strict action under IPC...Epidemic Act,"" an official said. Government has said that over one-third of all coronavirus cases in India is linked with Tablighi Jamaat event.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586241324433_22.jpg'),https://www.freepressjournal.in/mumbai/mumbai-police-to-book-tabligh-jamaat-members-if-they-fail-to-give-travel-details?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1653,2020-04-07,Viral message asking WhatsApp group admins to close groups for 2 days fake: Govt,1,0,A message asking WhatsApp group admins to close groups for two days as legal action can be taken against admin and group members who post coronavirus jokes even by mistake has gone viral. The government has clarified that the message is fake and added that such advisory or order has not been issued by it.,https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/6_mon/img_1586193345539_3.jpg'),https://twitter.com/PIBFactCheck/status/1247106003906072578?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1654,2020-04-07,"Gujarat MLAs, ministers to take 30% salary cut for 1 year",1,0,"All the MLAs in Gujarat and ministers in the state would take a 30% salary cut for a year to fund the fight against COVID-19 pandemic. The decision was taken by CM Vijay Rupani during a core committee meeting. On April 6, all MPs, PM, President, Vice President and Governors decided to take a 30% salary cut for a year.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586231026272_629.jpg'),https://www.newindianexpress.com/nation/2020/apr/07/coronavirus-outbreak-gujarat-mlas-ministers-to-take-30-per-cent-pay-cut-for-one-year-2126668.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1655,2020-04-07,India lifts restrictions on export of 24 drugs after PM's conversation with Trump,1,1,"The government of India has lifted restrictions on the export of 24 active pharmaceutical ingredients and formulations made from them. The restrictions had been imposed last month amid the coronavirus crisis. This comes after PM Narendra Modi had a conversation with US President Donald Trump ""on the issue of global supply chains for critical pharmaceuticals and medical supplies"".",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586233854321_949.jpg'),https://twitter.com/ANI/status/1247352521317691393/photo/1?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1656,2020-04-07,55-year-old UP man commits suicide at U'khand coronavirus quarantine facility,1,0,"A 55-year-old man from Uttar Pradesh's Bareilly hanged himself using a bedsheet at a coronavirus quarantine facility in Uttarakhand's Udham Singh Nagar district on Monday, police said. The man, who had entered Uttarakhand after the COVID-19 lockdown was imposed and was put in a quarantine facility, had tested negative for COVID-19 and was also informed about his report.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586233377358_912.jpg'),https://covid-positive-news.herokuapp.com
1657,2020-04-07,India to supply Hydroxychloroquine to some nations badly affected by COVID-19: Govt,1,1,"Government has said India would licence Paracetamol and Hydroxychloroquine ""in appropriate quantities to all our neighbouring countries who are dependent on our capabilities"". This has been decided ""in view of the humanitarian aspects of COVID-19,"" government added. ""We'll also be supplying these essential drugs to some nations who've been particularly badly affected,"" the statement further read.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586237191836_519.jpg'),https://twitter.com/ani/status/1247386233916944384?s=12&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1658,2020-04-07,"Mother dies of COVID-19, son refuses to cremate her fearing he'll get infected",1,0,"Family members of a 69-year-old woman who died of COVID-19 in a hospital in Punjab refused to accept her body and cremate it, officials said on Monday. Her son refused to perform the last rites despite authorities seeking to give him protective gear, an official said. The body was later claimed by the district administration, the official added.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586235793660_257.jpg'),https://www.deccanherald.com/national/north-and-central/scared-of-catching-coronavirus-infection-son-refuses-to-cremate-mother-official-822227.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1659,2020-04-07,"Pakistan violates ceasefire along LoC in J&K, India retaliates",1,0,"The Pakistan Army violated ceasefire along the Line of Control (LoC) in Poonch district of Jammu and Kashmir for the second consecutive day on Tuesday morning, a defence spokesperson said. ""The Indian Army is retaliating in a befitting manner,"" the spokesperson added. Meanwhile, 6 security personnel were injured when Pakistani troops had violated ceasefire in Sunderbani-Nowshera sector on Friday.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586241809543_403.jpg'),https://covid-positive-news.herokuapp.com
1660,2020-04-07,Nobel laureate Abhijit Banerjee to be part of coronavirus advisory panel in WB: CM,1,1,"West Bengal CM Mamata Banerjee on Monday announced that Nobel laureate economist Abhijit Banerjee will be one of the members of the global advisory board on coronavirus set up by the state. ""Due to the lockdown, there's no revenue. We don't know how long we have to stay like this. We have to plan for the future,"" the CM said.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586232023524_937.jpg'),https://www.deccanherald.com/national/east-and-northeast/nobel-laureate-abhijit-banerjee-to-be-in-bengal-panel-on-covid-19-mamata-822107.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1661,2020-04-07,My name is Chang & I'm not coronavirus: Chang on casual racism,1,0,"Talking about casual racism against people from northeast India and Indians of Chinese descent amid coronavirus pandemic, singer Meiyang Chang in a video said, ""My name is Chang and I'm not coronavirus."" ""Please love...fellow human beings...Especially at a time like this, when we can't afford to be divided,"" he further said. ""Racism against...anybody...is not cool. Not even jokingly,"" Chang added.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586237874373_578.jpg'),https://www.hindustantimes.com/music/meiyang-chang-features-in-powerful-video-on-racism-my-name-is-chang-and-i-am-not-coronavirus/story-W53LBpZvbRRcHQSJEq5zCK.html
1662,2020-04-07,Nothing wrong with people bursting crackers: Bengal BJP chief,1,0,"West Bengal BJP president Dilip Ghosh said people bursting crackers in response to PM Narendra Modi's '9 pm, 9 mins' call was not wrong. ""Nobody had asked them to...however if they do, what's the harm?"" he added. PM had appealed to switch off lights on April 5 at 9 pm and light a candle or diya for nine minutes.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586235965318_948.jpg'),https://www.newindianexpress.com/nation/2020/apr/07/9-pm-9-minutes-nothing-wrong-with-people-bursting-firecrackers-says-bengal-bjp-chief-dilip-ghosh-2126667.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
1663,2020-04-07,"Don't listen to news all the time, spend time with family: J&K administration",1,1,"Jammu and Kashmir administration has advised people to not listen to the news all the time and urged them to spend time with their family. ""Getting involved in family discussions...during [lockdown] will help reduce anxiety and distress,"" Rohit Kansal, J&K Administration Principal Secretary said. ""Try to connect with...loved ones through...video call if they stay far from you,"" it further said.",https://static.getinpix.com/public/images/v1/variants/jpg/m/2020/04_apr/7_tue/img_1586238711146_261.jpg'),https://www.india.com/news/india/dont-listen-to-news-too-much-spend-quality-time-with-family-j-k-administration-advises-people-3992433/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
